"Fuente","Título","Autor","Editorial","ISSN-e","ISSN","ISBN","Volumén","Número","Páginas"
"Artículo","El estado de la formación superior y la investigación académica en Psicología en Costa Rica. Periodo 2013-2014","Alfonso Villalobos Pérez, Cristina Jungue, Alejandro Monge Salazar, Kattia Vargas Fallas","Informació psicològica","","","","","","19-37"
"Artículo","Teoría de la desocupación. La desocupación como factor generador de delincuencia","David Meseguer Sánchez","La Razón histórica: revista hispanoamericana de historia de las ideas políticas y sociales","","","","","","1-22"
"Artículo","Blended learning: panorama y perspectivas","Antonio Ramón Bartolomé Pina, Rosa García Ruiz, José Ignacio Aguaded Gómez","RIED: revista iberoamericana de educación a distancia","","","","","","33-56"
"Artículo","Agir a favor da inclusão: IFMT em ação","Suammy Priscila Rodrigues Leite Cordeiro","Revista Ibero-Americana de Estudos em Educação","","","","","","1661-1673"
"Artículo","Antropometría. Análisis comparativo de las tecnologías para la captación de las dimensiones antropométricas","Rosmery Nariño Lescay, Alicia Susana Alonso Becerra, Anaisa Hernández González","Revista EIA","","","","","","47-59"
"Artículo","A concepção de Pedagogia Social na formação dos Educadores Sociais na Espanha","Erico Ribas Machado","Práxis Educativa","","","","","","657-681"
"Artículo","Medidas educativas para la atención a la diversidad cultural en la escuela. De la normativa legal a la accesibilidad de información intercultural","Inmaculada González Falcón, Inmaculada Gómez Hurtado, María Remedios García Martínez","Revista Electrónica de Investigación y Docencia ( REID )","","","","","","101-123"
"Artículo","Papel de las redes sociales en la difusión de información sobre vacunas","Guillermo Mena, César Velasco Muñoz, A.L. García Basteiro, Saúl Barreales, J. Bravo Acuña, Manuel Merino Moína, José María Bayas Rodríguez, María José Alvarez Pasquín","Vacunas: investigación y práctica","","","","","","21-28"
"Artículo","Mejorando la planificación de sistemas territoriales con optimización metaheurística","Roger Z. Ríos Mercado","Nova scientia","","","","","","81-95"
"Artículo","El uso de pruebas en la resolución de problemas reales en 4º de ESO: ¿debemos dragar el río Ebro?","Miriam Aguerri, Beatriz Bravo Torija","Revista Eureka sobre enseñanza y divulgación de las ciencias","","","","","","300-316"
"Artículo","Conocimientos sobre diferentes formas de expresión de la sexualidad que manifiestan jóvenes y docentes de noveno año provenientes de un colegio público del cantón de Alajuela, Costa Rica","Élida Vargas Barrantes, Carlomagno Araya Alpízar","Población y Salud en Mesoamérica","","","","","","20"
"Artículo","Spatial distribution patterns and population structure of the sea urchin Paracentrotus lividus (Echinodermata: Echinoidea), in the coastal fishery of western Sardinia: a geostatistical analysis","Piero Addis, Marco Secci, Alberto Angioni, Angelo Cau","Scientia Marina","","","","","","733-740"
"Artículo","Calidad de la dieta en estudiantes universitarios con distinto perfil académico","Lucía Luisa Pérez Gallardo, María Teresa Mingo Gómez, Isabel Bayona Marzo, Maria Ángeles Ferrer Pascual, Enrique Márquez Calle, Roberto Ramírez Domínguez, Carlos Navas Ferrer, Francisco José Navas Cámara","Nutrición hospitalaria: Organo oficial de la Sociedad española de nutrición parenteral y enteral","","","","","","2230-2239"
"Artículo","Organización y funcionamiento de las redes de cooperación interuniversitaria: una mirada comparada entre Argentina y Canadá","Julieta Abba, César Leaño","Revista Argentina de Educación Superior","","","","","","125-148"
"Artículo","Testes de avaliação neuropsicológica utilizados em pacientes vítimas de Acidente Vascular Cerebral","Verônica Lima dos Reis-Yamauti, Carmen Maria Bueno Neme, Mirella F. Cardia F. de Lima, Maria de Fátima Belancieri","Avaliaçao Psicologica: Interamerican Journal of Psychological Assessment","","","","","","277-285"
"Artículo","Huellas de dinosaurio: un recurso didáctico","Chabier de Jaime Lorén","Enseñanza de las ciencias de la tierra: Revista de la Asociación Española para la Enseñanza de las Ciencias de la Tierra","","","","","","250-258"
"Artículo","Biodiversity of Myxomycetes from the Monte Desert of Argentina","C. Ladó, Wrigley de Basanta, A. Estrada-Torres","Anales del Jardín Botánico de Madrid","","","","","","61-95"
"Artículo","El derecho de autor ante los desafíos del desarrollo en el entorno digital y las comunicaciones en los momentos actuales","Alcides Francisco Antúnez Sánchez, Olivia V. Figueredo Paneque, Yolanda Soler Pellicer","Nómadas: Critical Journal of Social and Juridical Sciences","","","","","","23-42"
"Artículo","Experiencia de enseñanza y evaluación de competencias mediante un trabajo transversal en el grado de Ciencias de la Actividad Física y del Deporte en el INEFC- Lleida","Jordi Ticó Camí, Pere Lavega Burgués","Experiencias innovadoras en la sistematización de la evaluación. EVALtrends 2011: EVALtrends 2011. Evaluar para aprender en la Universidad","","","","","","178-189"
"Artículo","Perception and trends in assessment of students’ learning in Physics courses","Kumneger Tadele, Belay Sitotaw","Latin-American Journal of Physics Education","","","","","",""
"Artículo","""El derecho de autor ante los desafíos del desarrollo en el entorno digital de la empresa cubana en la actualización del modelo económico""","Olivia Virgen Figueredo Paneque, Alcides Francisco Antúnez Sánchez, Yolanda Soler Pellicer","Letras jurídicas: revista electrónica de derecho","","","","","",""
"Artículo","Factors influencing the outcome of economic sanctions","Herman Wold","Trabajos de estadística e investigación operativa","","","","","","325-337"
"Artículo","¿Puede el sistema universitario español situar a una de sus universidades en el top 100 mundial?","Manuel Pereira Puga, Laura Román-Masedo","Proceedings del XI Foro Internacional sobre Evaluación de la Calidad de la Investigación y de la Educación Superior (8-10 de Julio 2014. Bilbao-España) / coord. por Tamara Ramiro Sánchez; Gualberto Buela Casal (dir.)","","","","","","7-12"
"Artículo","Research video: audiovisual Ethnography and beyond","Léa Klaue","Dearq","","","","","","28-35"
"Artículo","The trouble with teacher turnover: how teacher attrition affects students and schools","Desiree Carver Thomas, Linda Darling-Hammond","Archivos Analíticos de Políticas Educativas=Education Policy Analysis Archives","","","","","",""
"Artículo","Detección y seguimiento de nadadores en ambientes hidrodinámicos mediante absorbancia de la luz usando el modelo de color HSV y la descomposición de matrices de bajo rango","C. E. Reyes Sierra, C. V. Correa, Henry Arguello Fuentes","Scientia et Technica","","","","","","455-463"
"Artículo","Writing promotion and tenure evaluations for life scientists: thoughts on structure and content: Fòrum","Gary D. Grossman","Animal biodiversity and conservation","","","","","","39-43"
"Artículo","Efecto del Curso de Inducción en la aplicación del instrumento de evaluación diagnóstica del ingreso al Bachillerato","Oscar Luis Ochoa Martínez, Arturo Barraza Macías","Praxis Investigativa ReDIE: revista electrónica de la Red Durango de Investigadores Educativos","","","","","","49-60"
"Artículo","Saberes tradicionais e língua materna Kaiowá e Guarani na educação escolar indígena na escola Ñandejara, reserva indígena Te’ýikue, Caarapó (MS)","Lídio Cavanha Ramires, Heitor Queiroz de Medeiros","Acta Scientiarum. Education","","","","","",""
"Artículo","A Comparison of Students’ Educational Achievement across Programmes and School Types with and without CLIL Provision","Daniel Madrid Fernández, Elvira Barrios","Porta Linguarum: revista internacional de didáctica de las lenguas extranjeras","","","","","","29-50"
"Artículo","Expectativas y valoraciones de futuros maestros sobre innovaciones didácticas","Mónica Porto Currás, María José Bolarín Martínez, Bárbara Iborra Álvarez","Revista d'innovació docent universitària: RIDU","","","","","","33-43"
"Artículo","Preservar la producción académica digital para el futuro: políticas diseñadas en los repositorios de Argentina","María Cecilia Corda, Mariela Viñas, Camila Vallefín","Informatio: Instituto de Información. Facultad de Información y Comunicación","","","","","","41-61"
"Artículo","Aprendizaje integrado de contenidos en lengua extranjera mediante pósteres","José Luis Gómez Ramos, Laura Lozano Barrios","EA","","","","","","29-46"
"Artículo","Memoria y espacio social de mujeres en el interior de Bahía, Brasil","Rita María Radl Philipp, Nereida Santos Mafra, María Begoña Gómez Vázquez","RIPS: Revista de investigaciones políticas y sociológicas","","","","","","189-212"
"Artículo","O terciário e os “novos usos” do território urbano em cidades médias: Elementos para análise no período atual","Carlos Eugênio de Faria, Rita de Cássia da Conceição Gomes","Revista da Casa da Geografia de Sobral","","","","","",""
"Artículo","Ensino de Física para pessoas com deficiência visual: análise de trabalhos apresentados em eventos científicos brasileiros entre 2013 e 2017","Maxiwilian Sant'Ana Polverini, Estéfano Vizconde Veraszto, José Tarcísio Franco de Camargo, Brena Santana Zanzarini Nahum","Revista Iberoamericana de Educación","","","","","","95-118"
"Artículo","Representaciones sociales de alumnos becarios sobre factores de desigualdad económica y educativa: un acercamiento","Elizeth Morales-Vanegas, Rosa María Valles Ruiz","Revista Inclusiones: Revista de Humanidades y Ciencias Sociales","","","","","","136-168"
"Artículo","Elaboración de videos didácticos como alternativa a los ensayos in vivo en las prácticas de farmacología","María Luisa Ferrándiz Manglano, María Carmen Terencio Silvestre, Amalia Úbeda Pascual, María Dolores Ivorra Insa, Maria Carmen Montesinos Mezquita","Ars pharmaceutica","","","","","","162-168"
"Artículo","La neurotecnología educativa: Claves del uso de la tecnología en el proceso de aprendizaje","Silvia Pradas Montilla","ReiDoCrea: Revista electrónica de investigación y docencia creativa","","","","","","40-47"
"Artículo","Resultados de la aplicación de un programa para la mejora de la inteligencia emocional en alumnos de 4.º de Primaria","Carmen Vázquez de Prada Belascoaín, S. López-Larrosa","Inteligencia Emocional y Bienestar II: reflexiones","","","","","","807-816"
"Artículo","Formalización del estudio de la danza en Paraguay","Lydia Marcela Espínola Torres, Virginia Sánchez López","MLS Educational Research","","","","","","7-21"
"Artículo","Judicial Performance and Experiences of Judicial Work: Findings from Socio-legal Research","Sharyn Roach Anleu, Kathy Mack","Oñati socio-legal series","","","","","","1015-1040"
"Artículo","COVID-19 en Pediatría. ¿Qué se sabe?","Jose Antonio Díaz Colina, Maryla González Gorrín, Isabel Cristina López Hernández","Revista Habanera de Ciencias Médicas","","","","","",""
"Artículo","Gestión con enfoque por procesos de los riesgos ergonómicos en el centro de investigación y rehabilitación de las ataxias hereditarias en Holguín","Yolaine Cisneros Rodríguez, Miguel A. Cisneros Prieto, Marisol Pérez Campaña","RILCO DS: Revista de Desarrollo sustentable","","","","","",""
